52.7288;0.121444
53.1864;0.12562
53.817;0.127212
52.7678;0.126277
53.6547;0.123939
52.4018;0.124805
52.5581;0.124738
53.7767;0.126086
53.6402;0.124842
53.4636;0.124078
53.2502;0.126228
53.2979;0.126014
53.1443;0.125613
54.3894;0.126492
52.2353;0.12311
52.9139;0.124069
53.456;0.124566
52.4502;0.133184
52.5108;0.131662
52.1226;0.13191
53.0691;0.132705
54.6542;0.131977
52.8638;0.13247
53.97;0.13119
53.8396;0.132147
52.9597;0.133029
54.9857;0.133082
54.2428;0.1317
53.132;0.133033
53.5086;0.131683
54.0062;0.132014
52.6423;0.129799
54.2785;0.129677
53.8889;0.127569
53.3198;0.13133
52.8502;0.130974
52.6873;0.130567
52.6646;0.130829
52.791;0.130495
51.7699;0.130422
53.011;0.131569
51.9513;0.130765
53.9772;0.130799
54.1807;0.130691
53.891;0.129819
52.8301;0.131274
54.5234;0.128707
53.8424;0.129986
53.9862;0.130746
52.4251;0.132155
53.2795;0.129927
53.5952;0.130643
52.468;0.129973
53.5354;0.130385
53.2826;0.131784
54.6543;0.130478
52.9671;0.127837
54.3817;0.129543
54.7139;0.131482
54.0651;0.13242
54.0718;0.128851
52.8177;0.132344
53.382;0.131192
52.6709;0.131473
53.2247;0.129821
53.082;0.130339
53.1724;0.133176
53.8191;0.131728
53.6076;0.131857
51.9918;0.13446
54.0742;0.140474
53.1927;0.128575
54.0014;0.128987
53.1806;0.130822
53.4267;0.129011
53.2876;0.128994
52.2536;0.128856
52.9244;0.129512
53.5926;0.129341
52.6322;0.130866
54.3244;0.12995
51.1583;0.13119
53.4995;0.129569
53.9539;0.130053
51.7975;0.128017
53.8499;0.128983
53.2469;0.130326
52.9865;0.127349
53.5511;0.12957
54.6625;0.129509
51.7879;0.130876
53.6891;0.13002
53.271;0.131147
53.6475;0.128414
53.6315;0.129772
53.5322;0.12763
54.494;0.130417
52.417;0.130259
52.2722;0.129173
53.681;0.129607
