53.3136;0.125779
61.1244;0.127449
52.8745;0.125361
61.8058;0.125138
56.3583;0.125575
57.7027;0.126825
80.1381;0.127605
85.6169;0.125451
68.4867;0.127028
67.9894;0.124676
63.9989;0.124861
64.3359;0.127482
62.5709;0.124518
67.4031;0.124911
63.5411;0.126273
68.3755;0.125059
65.5918;0.127866
66.5443;0.125224
62.3596;0.128223
56.6403;0.124705
69.3676;0.125194
57.0938;0.126817
60.7821;0.126605
65.2512;0.123971
62.5466;0.125213
65.3777;0.124966
69.8423;0.127275
59.6689;0.124858
62.9608;0.12714
61.4477;0.126549
85.1227;0.125766
64.1155;0.12576
67.8446;0.126836
60.1431;0.127938
62.3391;0.124322
61.676;0.152016
64.7377;0.124488
56.2257;0.127675
64.8343;0.128939
77.6783;0.12808
68.5631;0.128516
61.0041;0.12728
60.4701;0.124599
68.8471;0.126235
62.6524;0.127552
67.5186;0.125827
70.1249;0.125921
72.9624;0.126499
59.0417;0.126258
60.8262;0.127063
59.9806;0.126664
69.9424;0.126802
62.8432;0.126909
69.1009;0.126115
61.6107;0.125292
62.2604;0.126882
73.5437;0.127004
65.4123;0.12763
70.1215;0.124213
60.2547;0.127438
62.7637;0.124294
61.162;0.127461
60.4287;0.125424
73.7911;0.127597
57.5354;0.125986
59.3345;0.127435
65.07;0.127692
70.9449;0.126636
66.0412;0.12763
65.4686;0.125303
64.9347;0.124183
67.0038;0.126712
61.4095;0.124414
77.5015;0.128311
58.4986;0.127026
66.6027;0.127514
81.1335;0.127492
60.5752;0.126164
62.387;0.127361
57.1992;0.126863
66.9285;0.126358
64.1715;0.125668
63.222;0.128436
63.727;0.124839
62.57;0.124942
59.4504;0.127651
60.8258;0.125404
61.7547;0.126148
65.0877;0.126597
67.0103;0.126706
66.5961;0.126002
67.8406;0.127924
63.2927;0.130244
63.5178;0.128344
57.6931;0.128256
58.9678;0.127136
72.9534;0.128197
67.057;0.129482
63.6008;0.126324
59.4038;0.126763
