14.0592;5.60106
14.0494;5.59964
14.0111;5.59422
14.1069;5.60885
14.3431;5.61359
14.3479;5.58967
14.6009;5.60132
13.8843;5.61185
14.2315;5.60931
13.9045;5.60425
13.9948;5.60138
14.2925;5.5933
13.7265;5.59671
14.3794;5.58934
14.2077;5.58762
14.2003;5.59818
14.2536;5.5942
14.0885;5.57858
14.0218;5.56279
14.0502;5.56142
13.9713;5.55989
14.5447;5.55852
13.9597;5.56367
14.1245;5.56654
14.2189;5.56636
14.2648;5.56757
14.3732;5.56417
14.0229;5.56998
14.4458;5.56607
14.0448;5.56515
14.1421;5.56431
14.3744;5.56268
14.309;5.56562
13.9758;5.5652
13.7328;5.56706
14.1126;5.56684
13.9766;5.56744
14.1837;5.56638
14.0024;5.56419
13.465;5.56839
14.0212;5.56535
13.8818;5.56912
14.1806;5.56685
13.9145;5.57248
14.2676;5.56677
14.2456;5.56837
14.3613;5.56584
14.2515;5.5635
14.2667;5.56954
13.7598;5.58896
14.0474;5.6442
14.2155;5.56817
13.8267;5.56792
13.5782;5.57091
13.9049;5.56842
14.2021;5.56786
13.8189;5.56743
14.6192;5.56832
14.1614;5.56804
14.0247;5.56725
14.0605;5.56793
13.8618;5.56759
14.2178;5.62171
14.1056;5.59244
14.1721;5.56782
13.9194;5.56926
13.5775;5.56676
13.8451;5.56625
14.0265;5.58837
14.1301;5.61196
13.7722;5.5683
14.3784;5.56779
13.5609;5.56774
14.2482;5.56768
14.21;5.61331
14.5216;5.58947
14.0754;5.56181
13.8711;5.5616
14.4047;5.55831
14.3993;5.56102
13.6816;5.5863
14.0442;5.57416
14.0232;5.59176
14.2219;5.59012
13.3961;5.59872
14.5244;5.58137
14.1616;5.58056
13.8043;5.56729
14.3639;5.56889
14.2232;5.58553
14.0085;5.58792
14.0533;5.58134
13.7378;5.58816
14.0985;5.58508
14.2764;5.58023
13.5067;5.59087
14.1402;5.59423
14.2821;5.58421
14.5456;5.59127
14.0808;5.59131
