27.0654;0.165087
27.0604;0.171098
27.2184;0.164374
27.7739;0.169999
27.4394;0.169982
27.6427;0.17075
26.9355;0.171963
27.2055;0.171029
27.2312;0.171728
26.6095;0.174648
28.4501;0.179813
27.2215;0.170419
26.321;0.174878
28.0506;0.168685
28.3029;0.173115
28.0697;0.177702
27.9524;0.166655
26.9147;0.171409
26.9429;0.171641
27.6871;0.170516
27.13;0.160355
26.5643;0.178987
27.8186;0.175018
28.1565;0.174696
26.4304;0.175404
27.7449;0.177034
27.6949;0.160741
28.6977;0.17277
27.5027;0.168797
27.6884;0.179941
27.5603;0.17739
27.5568;0.163467
27.277;0.158749
27.3415;0.169408
27.9633;0.178262
28.7187;0.170579
27.9583;0.166922
27.3651;0.168752
27.9246;0.177746
27.8697;0.177476
27.5782;0.166246
27.5462;0.172414
28.6498;0.166703
26.9398;0.163109
27.6828;0.153842
28.139;0.179786
28.2812;0.169018
27.6366;0.168929
27.7869;0.18137
27.3065;0.166472
26.875;0.17124
27.5831;0.170609
27.7272;0.175311
27.346;0.173547
26.9153;0.173733
26.4818;0.171607
27.2603;0.175134
28.4356;0.164616
27.0368;0.167807
27.9152;0.171486
27.4461;0.167909
26.4083;0.176537
28.2926;0.170501
27.2756;0.173493
28.118;0.164851
27.3176;0.172241
27.1221;0.155729
27.183;0.168863
28.0147;0.177596
28.5098;0.16943
28.1131;0.170548
28.2194;0.177596
27.3135;0.166152
27.0685;0.17476
27.9781;0.148874
27.219;0.159974
27.4335;0.17045
27.7659;0.147118
27.6511;0.181138
26.8819;0.142246
27.9617;0.177572
27.2016;0.172007
28.5483;0.17482
27.504;0.174771
26.6273;0.174263
26.7999;0.16065
26.9692;0.174518
28.222;0.169546
27.9059;0.162197
28.1409;0.17108
27.0493;0.180303
27.708;0.174416
28.6971;0.170109
28.839;0.178944
26.7632;0.159181
28.3277;0.172577
26.3583;0.154222
27.4272;0.176852
27.8505;0.175826
27.1945;0.174482
