41.1927;5.56706
41.679;5.56843
41.8738;5.56608
41.2778;5.56654
42.0749;5.56413
42.1845;5.56406
41.6456;5.56727
40.7877;5.56295
41.2433;5.56326
42.1872;5.561
42.1644;5.57131
41.0663;5.56774
42.0143;5.56646
41.2556;5.56361
40.7008;5.562
42.0742;5.56376
41.3273;5.5616
42.9394;5.5627
42.6844;5.5631
41.0643;5.56504
41.9228;5.56446
41.5021;5.56507
40.6525;5.56378
40.9147;5.56729
41.8688;5.56459
42.1443;5.56677
41.1993;5.56599
41.1174;5.56879
42.1337;5.56816
40.6983;5.56625
42.2027;5.56565
39.8776;5.56572
41.5349;5.56484
39.2423;5.56796
41.2292;5.56465
41.6537;5.56613
40.1966;5.56882
42.1593;5.56769
42.0321;5.56742
40.9337;5.56162
40.6552;5.5621
41.0726;5.56147
41.4423;5.56166
43.2985;5.5625
42.1279;5.56631
41.8082;5.56843
40.4752;5.56597
41.8395;5.55924
40.403;5.55103
39.9626;5.56249
40.6169;5.56262
40.5144;5.57253
41.4231;5.56335
41.8416;5.55942
40.4839;5.56459
41.0539;5.56373
42.5793;5.56469
40.6878;5.55914
41.9294;5.55091
41.6506;5.56043
41.7679;5.56315
40.4153;5.56145
43.2198;5.56433
40.5687;5.56463
40.324;5.56452
40.9232;5.56236
41.2474;5.55933
41.8333;5.56177
42.2979;5.56243
40.7786;5.56132
41.5745;5.56269
42.9694;5.55841
41.4834;5.56794
42.9321;5.56827
39.5236;5.56673
41.4964;5.56615
41.5288;5.5654
41.3447;5.56441
41.5323;5.55895
41.4508;5.55989
39.9809;5.5653
41.5215;5.55981
40.3993;5.56087
42.2743;5.56288
41.8531;5.5617
41.451;5.56632
41.4789;5.55731
43.9639;5.55638
40.7968;5.56455
41.9258;5.57149
41.4049;5.56506
42.476;5.56774
40.7974;5.56582
41.8094;5.56884
40.3311;5.56933
41.0147;5.56958
40.7159;5.56649
41.7627;5.56779
41.8979;5.57072
42.34;5.57029
